sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop
B01-C070,cards/binder_1/card_70_front.jpg,cards/binder_1/card_70_back.jpg,55/62,Slowpoke,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3472,B01-C032,output/first_edition_review_crops_clean/B01-C070__Fossil__55_62__Slowpoke.jpg
B01-C071,cards/binder_1/card_71_front.jpg,cards/binder_1/card_71_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3028,B01-C032,output/first_edition_review_crops_clean/B01-C071__Jungle__52_64__Exeggcute.jpg
B01-C072,cards/binder_1/card_72_front.jpg,cards/binder_1/card_72_back.jpg,46/62,Ekans,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2655,B01-C057,output/first_edition_review_crops_clean/B01-C072__Fossil__46_62__Ekans.jpg
B01-C073,cards/binder_1/card_73_front.jpg,cards/binder_1/card_73_back.jpg,51/62,Krabby,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2496,B01-C032,output/first_edition_review_crops_clean/B01-C073__Fossil__51_62__Krabby.jpg
B01-C074,cards/binder_1/card_74_front.jpg,cards/binder_1/card_74_back.jpg,77/130,Jigglypuff,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,fixed_by_card_number_api,,,
B01-C075,cards/binder_1/card_75_front.jpg,cards/binder_1/card_75_back.jpg,51/102,Koffing,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2857,B01-C032,output/first_edition_review_crops_clean/B01-C075__Base__51_102__Koffing.jpg
B01-C076,cards/binder_1/card_76_front.jpg,cards/binder_1/card_76_back.jpg,49/62,Horsea,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2743,B01-C032,output/first_edition_review_crops_clean/B01-C076__Fossil__49_62__Horsea.jpg
B01-C077,cards/binder_1/card_77_front.jpg,cards/binder_1/card_77_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0519,B01-C110,output/first_edition_review_crops_clean/B01-C077__Jungle__62_64__Spearow.jpg
B01-C078,cards/binder_1/card_78_front.jpg,cards/binder_1/card_78_back.jpg,26/102,Dratini,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,-0.0615,B01-C032,output/first_edition_review_crops_clean/B01-C078__Base__26_102__Dratini.jpg
B01-C079,cards/binder_1/card_79_front.jpg,cards/binder_1/card_79_back.jpg,57/102,Pidgey,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,-0.0759,B01-C032,output/first_edition_review_crops_clean/B01-C079__Base__57_102__Pidgey.jpg
B01-C080,cards/binder_1/card_80_front.jpg,cards/binder_1/card_80_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3721,B01-C057,output/first_edition_review_crops_clean/B01-C080__Fossil__41_62__Sandslash.jpg
B01-C081,cards/binder_1/card_81_front.jpg,cards/binder_1/card_81_back.jpg,51/102,Koffing,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3650,B01-C057,output/first_edition_review_crops_clean/B01-C081__Base__51_102__Koffing.jpg
B01-C082,cards/binder_1/card_82_front.jpg,cards/binder_1/card_82_back.jpg,35/62,Golduck,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1494,B01-C032,output/first_edition_review_crops_clean/B01-C082__Fossil__35_62__Golduck.jpg
B01-C083,cards/binder_1/card_83_front.jpg,cards/binder_1/card_83_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3257,B01-C057,output/first_edition_review_crops_clean/B01-C083__Fossil__36_62__Golem.jpg
B01-C084,cards/binder_1/card_84_front.jpg,cards/binder_1/card_84_back.jpg,54/62,Shellder,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3087,B01-C057,output/first_edition_review_crops_clean/B01-C084__Fossil__54_62__Shellder.jpg
B01-C085,cards/binder_1/card_85_front.jpg,cards/binder_1/card_85_back.jpg,48/82,Porygon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.2304,B01-C032,output/first_edition_review_crops_clean/B01-C085__Team Rocket__48_82__Porygon.jpg
B01-C086,cards/binder_1/card_86_front.jpg,cards/binder_1/card_86_back.jpg,70/82,Zubat,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4648,B01-C032,output/first_edition_review_crops_clean/B01-C086__Team Rocket__70_82__Zubat.jpg
B01-C087,cards/binder_1/card_87_front.jpg,cards/binder_1/card_87_back.jpg,37/62,Graveler,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2581,B01-C032,output/first_edition_review_crops_clean/B01-C087__Fossil__37_62__Graveler.jpg
B01-C088,cards/binder_1/card_88_front.jpg,cards/binder_1/card_88_back.jpg,56/82,Ekans,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3442,B01-C032,output/first_edition_review_crops_clean/B01-C088__Team Rocket__56_82__Ekans.jpg
B01-C089,cards/binder_1/card_89_front.jpg,cards/binder_1/card_89_back.jpg,59/64,Paras,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4437,B01-C110,output/first_edition_review_crops_clean/B01-C089__Jungle__59_64__Paras.jpg
B01-C090,cards/binder_1/card_90_front.jpg,cards/binder_1/card_90_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2513,B01-C057,output/first_edition_review_crops_clean/B01-C090__Base__59_102__Poliwag.jpg
B01-C091,cards/binder_1/card_91_front.jpg,cards/binder_1/card_91_back.jpg,39/62,Magmar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3876,B01-C032,output/first_edition_review_crops_clean/B01-C091__Fossil__39_62__Magmar.jpg
B01-C092,cards/binder_1/card_92_front.jpg,cards/binder_1/card_92_back.jpg,31/62,Arbok,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3882,B01-C110,output/first_edition_review_crops_clean/B01-C092__Fossil__31_62__Arbok.jpg
B01-C093,cards/binder_1/card_93_front.jpg,cards/binder_1/card_93_back.jpg,37/102,Nidorino,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2619,B01-C057,output/first_edition_review_crops_clean/B01-C093__Base__37_102__Nidorino.jpg
B01-C094,cards/binder_1/card_94_front.jpg,cards/binder_1/card_94_back.jpg,70/130,Cubone,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C095,cards/binder_1/card_95_front.jpg,cards/binder_1/card_95_back.jpg,91/130,Sandshrew,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C096,cards/binder_1/card_96_front.jpg,cards/binder_1/card_96_back.jpg,55/102,Nidoran ♂,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3763,B01-C110,output/first_edition_review_crops_clean/B01-C096__Base__55_102__Nidoran _.jpg
B01-C097,cards/binder_1/card_97_front.jpg,cards/binder_1/card_97_back.jpg,32/62,Cloyster,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2969,B01-C032,output/first_edition_review_crops_clean/B01-C097__Fossil__32_62__Cloyster.jpg
B01-C098,cards/binder_1/card_98_front.jpg,cards/binder_1/card_98_back.jpg,58/82,Koffing,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3975,B01-C110,output/first_edition_review_crops_clean/B01-C098__Team Rocket__58_82__Koffing.jpg
B01-C099,cards/binder_1/card_99_front.jpg,cards/binder_1/card_99_back.jpg,58/64,Oddish,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3660,B01-C110,output/first_edition_review_crops_clean/B01-C099__Jungle__58_64__Oddish.jpg
B01-C100,cards/binder_1/card_100_front.jpg,cards/binder_1/card_100_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2323,B01-C110,output/first_edition_review_crops_clean/B01-C100__Fossil__47_62__Geodude.jpg
B01-C101,cards/binder_1/card_101_front.jpg,cards/binder_1/card_101_back.jpg,23/82,Dark Dugtrio,Team Rocket,Rare,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.1461,B01-C032,output/first_edition_review_crops_clean/B01-C101__Team Rocket__23_82__Dark Dugtrio.jpg
B01-C102,cards/binder_1/card_102_front.jpg,cards/binder_1/card_102_back.jpg,51/102,Koffing,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3114,B01-C057,output/first_edition_review_crops_clean/B01-C102__Base__51_102__Koffing.jpg
B01-C103,cards/binder_1/card_103_front.jpg,cards/binder_1/card_103_back.jpg,49/82,Abra,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4866,B01-C057,output/first_edition_review_crops_clean/B01-C103__Team Rocket__49_82__Abra.jpg
B01-C104,cards/binder_1/card_104_front.jpg,cards/binder_1/card_104_back.jpg,61/64,Rhyhorn,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3714,B01-C057,output/first_edition_review_crops_clean/B01-C104__Jungle__61_64__Rhyhorn.jpg
B01-C105,cards/binder_1/card_105_front.jpg,cards/binder_1/card_105_back.jpg,50/102,Gastly,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3287,B01-C057,output/first_edition_review_crops_clean/B01-C105__Base__50_102__Gastly.jpg
B01-C106,cards/binder_1/card_106_front.jpg,cards/binder_1/card_106_back.jpg,66/102,Tangela,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2808,B01-C110,output/first_edition_review_crops_clean/B01-C106__Base__66_102__Tangela.jpg
B01-C107,cards/binder_1/card_107_front.jpg,cards/binder_1/card_107_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2759,B01-C032,output/first_edition_review_crops_clean/B01-C107__Base__59_102__Poliwag.jpg
B01-C108,cards/binder_1/card_108_front.jpg,cards/binder_1/card_108_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2688,B01-C057,output/first_edition_review_crops_clean/B01-C108__Jungle__52_64__Exeggcute.jpg
B01-C109,cards/binder_1/card_109_front.jpg,cards/binder_1/card_109_back.jpg,43/82,Dark Primeape,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.0632,B01-C057,output/first_edition_review_crops_clean/B01-C109__Team Rocket__43_82__Dark Primeape.jpg
B01-C110,cards/binder_1/card_110_front.jpg,cards/binder_1/card_110_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,,NO,vision_full_card_api_validated,1.0000,B01-C110,output/first_edition_review_crops_clean/B01-C110__Jungle__52_64__Exeggcute.jpg
B01-C111,cards/binder_1/card_111_front.jpg,cards/binder_1/card_111_back.jpg,53/62,Psyduck,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2157,B01-C032,output/first_edition_review_crops_clean/B01-C111__Fossil__53_62__Psyduck.jpg
B01-C112,cards/binder_1/card_112_front.jpg,cards/binder_1/card_112_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1844,B01-C032,output/first_edition_review_crops_clean/B01-C112__Base__59_102__Poliwag.jpg
B01-C113,cards/binder_1/card_113_front.jpg,cards/binder_1/card_113_back.jpg,50/64,Cubone,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2333,B01-C057,output/first_edition_review_crops_clean/B01-C113__Jungle__50_64__Cubone.jpg
B01-C114,cards/binder_1/card_114_front.jpg,cards/binder_1/card_114_back.jpg,88/130,Poliwag,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C115,cards/binder_1/card_115_front.jpg,cards/binder_1/card_115_back.jpg,47/82,Magikarp,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2429,B01-C032,output/first_edition_review_crops_clean/B01-C115__Team Rocket__47_82__Magikarp.jpg
B01-C116,cards/binder_1/card_116_front.jpg,cards/binder_1/card_116_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3525,B01-C032,output/first_edition_review_crops_clean/B01-C116__Fossil__41_62__Sandslash.jpg
B01-C117,cards/binder_1/card_117_front.jpg,cards/binder_1/card_117_back.jpg,55/64,Mankey,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2448,B01-C032,output/first_edition_review_crops_clean/B01-C117__Jungle__55_64__Mankey.jpg
B01-C118,cards/binder_1/card_118_front.jpg,cards/binder_1/card_118_back.jpg,48/82,Porygon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0630,B01-C032,output/first_edition_review_crops_clean/B01-C118__Team Rocket__48_82__Porygon.jpg
B01-C119,cards/binder_1/card_119_front.jpg,cards/binder_1/card_119_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.0216,B01-C110,output/first_edition_review_crops_clean/B01-C119__Jungle__62_64__Spearow.jpg
B01-C120,cards/binder_1/card_120_front.jpg,cards/binder_1/card_120_back.jpg,38/64,Lickitung,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.1093,B01-C032,output/first_edition_review_crops_clean/B01-C120__Jungle__38_64__Lickitung.jpg
B01-C121,cards/binder_1/card_121_front.jpg,cards/binder_1/card_121_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2638,B01-C032,output/first_edition_review_crops_clean/B01-C121__Fossil__36_62__Golem.jpg
B01-C122,cards/binder_1/card_122_front.jpg,cards/binder_1/card_122_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4145,B01-C032,output/first_edition_review_crops_clean/B01-C122__Fossil__48_62__Grimer.jpg
B01-C123,cards/binder_1/card_123_front.jpg,cards/binder_1/card_123_back.jpg,24/64,Pidgeot,Jungle,Rare,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.0741,B01-C110,output/first_edition_review_crops_clean/B01-C123__Jungle__24_64__Pidgeot.jpg
B01-C124,cards/binder_1/card_124_front.jpg,cards/binder_1/card_124_back.jpg,65/102,Staryu,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2604,B01-C057,output/first_edition_review_crops_clean/B01-C124__Base__65_102__Staryu.jpg
B01-C125,cards/binder_1/card_125_front.jpg,cards/binder_1/card_125_back.jpg,40/64,Nidorina,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2734,B01-C032,output/first_edition_review_crops_clean/B01-C125__Jungle__40_64__Nidorina.jpg
B01-C126,cards/binder_1/card_126_front.jpg,cards/binder_1/card_126_back.jpg,57/64,Nidoran♀,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,0.2543,B01-C110,output/first_edition_review_crops_clean/B01-C126__Jungle__57_64__Nidoran_.jpg
B01-C127,cards/binder_1/card_127_front.jpg,cards/binder_1/card_127_back.jpg,49/62,Horsea,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2496,B01-C032,output/first_edition_review_crops_clean/B01-C127__Fossil__49_62__Horsea.jpg
B01-C128,cards/binder_1/card_128_front.jpg,cards/binder_1/card_128_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2719,B01-C057,output/first_edition_review_crops_clean/B01-C128__Fossil__41_62__Sandslash.jpg
B01-C129,cards/binder_1/card_129_front.jpg,cards/binder_1/card_129_back.jpg,45/64,Rhydon,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3002,B01-C057,output/first_edition_review_crops_clean/B01-C129__Jungle__45_64__Rhydon.jpg
B01-C130,cards/binder_1/card_130_front.jpg,cards/binder_1/card_130_back.jpg,54/62,Shellder,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2971,B01-C032,output/first_edition_review_crops_clean/B01-C130__Fossil__54_62__Shellder.jpg
B01-C131,cards/binder_1/card_131_front.jpg,cards/binder_1/card_131_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4074,B01-C110,output/first_edition_review_crops_clean/B01-C131__Jungle__52_64__Exeggcute.jpg
B01-C132,cards/binder_1/card_132_front.jpg,cards/binder_1/card_132_back.jpg,62/102,Sandshrew,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2867,B01-C057,output/first_edition_review_crops_clean/B01-C132__Base__62_102__Sandshrew.jpg
B01-C133,cards/binder_1/card_133_front.jpg,cards/binder_1/card_133_back.jpg,59/64,Paras,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3561,B01-C110,output/first_edition_review_crops_clean/B01-C133__Jungle__59_64__Paras.jpg
B01-C134,cards/binder_1/card_134_front.jpg,cards/binder_1/card_134_back.jpg,55/62,Slowpoke,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4555,B01-C057,output/first_edition_review_crops_clean/B01-C134__Fossil__55_62__Slowpoke.jpg
B01-C135,cards/binder_1/card_135_front.jpg,cards/binder_1/card_135_back.jpg,49/130,Machoke,Base Set 2,Uncommon,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C136,cards/binder_1/card_136_front.jpg,cards/binder_1/card_136_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2102,B01-C032,output/first_edition_review_crops_clean/B01-C136__Base__59_102__Poliwag.jpg
B01-C137,cards/binder_1/card_137_front.jpg,cards/binder_1/card_137_back.jpg,50/62,Kabuto,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3028,B01-C110,output/first_edition_review_crops_clean/B01-C137__Fossil__50_62__Kabuto.jpg
B01-C138,cards/binder_1/card_138_front.jpg,cards/binder_1/card_138_back.jpg,57/111,Cyndaquil,Neo Genesis,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,,,
B01-C139,cards/binder_1/card_139_front.jpg,cards/binder_1/card_139_back.jpg,59/64,Paras,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3744,B01-C032,output/first_edition_review_crops_clean/B01-C139__Jungle__59_64__Paras.jpg
