sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop,pricing_variant,pricing_search_query,tcgplayer_market_price,tcg_reference_note,ebay_sold_low,ebay_sold_mid,ebay_sold_high,chosen_price,pricing_notes,listing_title,listing_description,comp_titles,comp_prices
B01-C076,cards/binder_1/card_76_front.jpg,cards/binder_1/card_76_back.jpg,49/62,Horsea,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2743,B01-C032,output/first_edition_review_crops_clean/B01-C076__Fossil__49_62__Horsea.jpg,Unlimited,Pokemon Horsea 49/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Horsea 49/62 Fossil LP/MP,"Horsea 49/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C077,cards/binder_1/card_77_front.jpg,cards/binder_1/card_77_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.0519,B01-C110,output/first_edition_review_crops_clean/B01-C077__Jungle__62_64__Spearow.jpg,Unlimited,Pokemon Spearow 62/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Spearow 62/64 Jungle LP/MP,"Spearow 62/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C078,cards/binder_1/card_78_front.jpg,cards/binder_1/card_78_back.jpg,26/102,Dratini,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,-0.0615,B01-C032,output/first_edition_review_crops_clean/B01-C078__Base__26_102__Dratini.jpg,Unlimited,Pokemon Dratini 26/102 Base Unlimited MP,2.40,TCGPLAYER_MARKET,,,,1.68,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Dratini 26/102 Base LP/MP,"Dratini 26/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C079,cards/binder_1/card_79_front.jpg,cards/binder_1/card_79_back.jpg,57/102,Pidgey,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,-0.0759,B01-C032,output/first_edition_review_crops_clean/B01-C079__Base__57_102__Pidgey.jpg,Unlimited,Pokemon Pidgey 57/102 Base Unlimited MP,1.23,TCGPLAYER_MARKET,,,,0.86,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Pidgey 57/102 Base LP/MP,"Pidgey 57/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C080,cards/binder_1/card_80_front.jpg,cards/binder_1/card_80_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3721,B01-C057,output/first_edition_review_crops_clean/B01-C080__Fossil__41_62__Sandslash.jpg,Unlimited,Pokemon Sandslash 41/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Sandslash 41/62 Fossil LP/MP,"Sandslash 41/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C081,cards/binder_1/card_81_front.jpg,cards/binder_1/card_81_back.jpg,51/102,Koffing,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3650,B01-C057,output/first_edition_review_crops_clean/B01-C081__Base__51_102__Koffing.jpg,Unlimited,Pokemon Koffing 51/102 Base Unlimited MP,0.78,TCGPLAYER_MARKET,,,,0.55,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Koffing 51/102 Base LP/MP,"Koffing 51/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C082,cards/binder_1/card_82_front.jpg,cards/binder_1/card_82_back.jpg,35/62,Golduck,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1494,B01-C032,output/first_edition_review_crops_clean/B01-C082__Fossil__35_62__Golduck.jpg,Unlimited,Pokemon Golduck 35/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Golduck 35/62 Fossil LP/MP,"Golduck 35/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C083,cards/binder_1/card_83_front.jpg,cards/binder_1/card_83_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3257,B01-C057,output/first_edition_review_crops_clean/B01-C083__Fossil__36_62__Golem.jpg,Unlimited,Pokemon Golem 36/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Golem 36/62 Fossil LP/MP,"Golem 36/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C084,cards/binder_1/card_84_front.jpg,cards/binder_1/card_84_back.jpg,54/62,Shellder,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3087,B01-C057,output/first_edition_review_crops_clean/B01-C084__Fossil__54_62__Shellder.jpg,Unlimited,Pokemon Shellder 54/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Shellder 54/62 Fossil LP/MP,"Shellder 54/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C085,cards/binder_1/card_85_front.jpg,cards/binder_1/card_85_back.jpg,48/82,Porygon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.2304,B01-C032,output/first_edition_review_crops_clean/B01-C085__Team Rocket__48_82__Porygon.jpg,Unlimited,Pokemon Porygon 48/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Porygon 48/82 Team Rocket LP/MP,"Porygon 48/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C086,cards/binder_1/card_86_front.jpg,cards/binder_1/card_86_back.jpg,70/82,Zubat,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.4648,B01-C032,output/first_edition_review_crops_clean/B01-C086__Team Rocket__70_82__Zubat.jpg,Unlimited,Pokemon Zubat 70/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Zubat 70/82 Team Rocket LP/MP,"Zubat 70/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C087,cards/binder_1/card_87_front.jpg,cards/binder_1/card_87_back.jpg,37/62,Graveler,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2581,B01-C032,output/first_edition_review_crops_clean/B01-C087__Fossil__37_62__Graveler.jpg,Unlimited,Pokemon Graveler 37/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Graveler 37/62 Fossil LP/MP,"Graveler 37/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C088,cards/binder_1/card_88_front.jpg,cards/binder_1/card_88_back.jpg,56/82,Ekans,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3442,B01-C032,output/first_edition_review_crops_clean/B01-C088__Team Rocket__56_82__Ekans.jpg,Unlimited,Pokemon Ekans 56/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Ekans 56/82 Team Rocket LP/MP,"Ekans 56/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C089,cards/binder_1/card_89_front.jpg,cards/binder_1/card_89_back.jpg,59/64,Paras,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.4437,B01-C110,output/first_edition_review_crops_clean/B01-C089__Jungle__59_64__Paras.jpg,Unlimited,Pokemon Paras 59/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Paras 59/64 Jungle LP/MP,"Paras 59/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C090,cards/binder_1/card_90_front.jpg,cards/binder_1/card_90_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2513,B01-C057,output/first_edition_review_crops_clean/B01-C090__Base__59_102__Poliwag.jpg,Unlimited,Pokemon Poliwag 59/102 Base Unlimited MP,0.65,TCGPLAYER_MARKET,,,,0.45,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Poliwag 59/102 Base LP/MP,"Poliwag 59/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C091,cards/binder_1/card_91_front.jpg,cards/binder_1/card_91_back.jpg,39/62,Magmar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3876,B01-C032,output/first_edition_review_crops_clean/B01-C091__Fossil__39_62__Magmar.jpg,Unlimited,Pokemon Magmar 39/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Magmar 39/62 Fossil LP/MP,"Magmar 39/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C092,cards/binder_1/card_92_front.jpg,cards/binder_1/card_92_back.jpg,31/62,Arbok,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3882,B01-C110,output/first_edition_review_crops_clean/B01-C092__Fossil__31_62__Arbok.jpg,Unlimited,Pokemon Arbok 31/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Arbok 31/62 Fossil LP/MP,"Arbok 31/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C093,cards/binder_1/card_93_front.jpg,cards/binder_1/card_93_back.jpg,37/102,Nidorino,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2619,B01-C057,output/first_edition_review_crops_clean/B01-C093__Base__37_102__Nidorino.jpg,Unlimited,Pokemon Nidorino 37/102 Base Unlimited MP,2.71,TCGPLAYER_MARKET,,,,1.90,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Nidorino 37/102 Base LP/MP,"Nidorino 37/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C094,cards/binder_1/card_94_front.jpg,cards/binder_1/card_94_back.jpg,70/130,Cubone,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,vision_full_card_api_validated,,,,Unlimited,Pokemon Cubone 70/130 Base Set 2 Unlimited MP,1.05,TCGPLAYER_MARKET,,,,0.73,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Cubone 70/130 Base Set 2 LP/MP,"Cubone 70/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C095,cards/binder_1/card_95_front.jpg,cards/binder_1/card_95_back.jpg,91/130,Sandshrew,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,vision_full_card_api_validated,,,,Unlimited,Pokemon Sandshrew 91/130 Base Set 2 Unlimited MP,0.61,TCGPLAYER_MARKET,,,,0.43,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Sandshrew 91/130 Base Set 2 LP/MP,"Sandshrew 91/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C096,cards/binder_1/card_96_front.jpg,cards/binder_1/card_96_back.jpg,55/102,Nidoran ♂,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.3763,B01-C110,output/first_edition_review_crops_clean/B01-C096__Base__55_102__Nidoran _.jpg,Unlimited,Pokemon Nidoran ♂ 55/102 Base Unlimited MP,0.74,TCGPLAYER_MARKET,,,,0.52,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Nidoran ♂ 55/102 Base LP/MP,"Nidoran ♂ 55/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C097,cards/binder_1/card_97_front.jpg,cards/binder_1/card_97_back.jpg,32/62,Cloyster,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2969,B01-C032,output/first_edition_review_crops_clean/B01-C097__Fossil__32_62__Cloyster.jpg,Unlimited,Pokemon Cloyster 32/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Cloyster 32/62 Fossil LP/MP,"Cloyster 32/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C098,cards/binder_1/card_98_front.jpg,cards/binder_1/card_98_back.jpg,58/82,Koffing,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3975,B01-C110,output/first_edition_review_crops_clean/B01-C098__Team Rocket__58_82__Koffing.jpg,Unlimited,Pokemon Koffing 58/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Koffing 58/82 Team Rocket LP/MP,"Koffing 58/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C099,cards/binder_1/card_99_front.jpg,cards/binder_1/card_99_back.jpg,58/64,Oddish,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3660,B01-C110,output/first_edition_review_crops_clean/B01-C099__Jungle__58_64__Oddish.jpg,Unlimited,Pokemon Oddish 58/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Oddish 58/64 Jungle LP/MP,"Oddish 58/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C100,cards/binder_1/card_100_front.jpg,cards/binder_1/card_100_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2323,B01-C110,output/first_edition_review_crops_clean/B01-C100__Fossil__47_62__Geodude.jpg,Unlimited,Pokemon Geodude 47/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Geodude 47/62 Fossil LP/MP,"Geodude 47/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C101,cards/binder_1/card_101_front.jpg,cards/binder_1/card_101_back.jpg,23/82,Dark Dugtrio,Team Rocket,Rare,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk_or_lot,NO,fixed_by_card_number_api,0.1461,B01-C032,output/first_edition_review_crops_clean/B01-C101__Team Rocket__23_82__Dark Dugtrio.jpg,Unlimited,Pokemon Dark Dugtrio 23/82 Team Rocket Unlimited MP,,,0.99,2.50,3.75,2.50,APIFY_SOLD_COMPS_PRIORITY_CARD,Pokemon Dark Dugtrio 23/82 Team Rocket LP/MP,"Dark Dugtrio 23/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",Pokemon WOTC Team Rocket Pick your card! Near Mint - MP || Pokémon TCG Dark Dugtrio Team Rocket 23/82 Regular Unlimited Rare MP || Pokémon Dark Dugtrio Team Rocket Rare Wizards 23/82 Unlimited English 2000 50 HP || Team Rocket #23/82 Dark Dugtrio (23) || 2000 Pokemon Team Rocket Dark Dugtrio #23/82 || Dark Dugtrio 23/82 Non Holo Rare Team Rocket Pokémon Card || Dark Dugtrio 23/82 Non Holo Rare Team Rocket Pokémon Card || 2000 Pokemon Team Rocket Dark Dugtrio #23/82 || DARK DUGTRIO 23/82 VINTAGE RARE TEAM ROCKET POKEMON HP || Pokémon Dark Dugtrio Non Holo Rare Team Rocket 23/82 LP,0.99 | 1.34 | 1.90 | 2.00 | 2.25 | 2.99 | 2.99 | 3.25 | 3.49 | 3.75
B01-C102,cards/binder_1/card_102_front.jpg,cards/binder_1/card_102_back.jpg,51/102,Koffing,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3114,B01-C057,output/first_edition_review_crops_clean/B01-C102__Base__51_102__Koffing.jpg,Unlimited,Pokemon Koffing 51/102 Base Unlimited MP,0.78,TCGPLAYER_MARKET,,,,0.55,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Koffing 51/102 Base LP/MP,"Koffing 51/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C103,cards/binder_1/card_103_front.jpg,cards/binder_1/card_103_back.jpg,49/82,Abra,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.4866,B01-C057,output/first_edition_review_crops_clean/B01-C103__Team Rocket__49_82__Abra.jpg,Unlimited,Pokemon Abra 49/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Abra 49/82 Team Rocket LP/MP,"Abra 49/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C104,cards/binder_1/card_104_front.jpg,cards/binder_1/card_104_back.jpg,61/64,Rhyhorn,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3714,B01-C057,output/first_edition_review_crops_clean/B01-C104__Jungle__61_64__Rhyhorn.jpg,Unlimited,Pokemon Rhyhorn 61/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Rhyhorn 61/64 Jungle LP/MP,"Rhyhorn 61/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C105,cards/binder_1/card_105_front.jpg,cards/binder_1/card_105_back.jpg,50/102,Gastly,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3287,B01-C057,output/first_edition_review_crops_clean/B01-C105__Base__50_102__Gastly.jpg,Unlimited,Pokemon Gastly 50/102 Base Unlimited MP,0.94,TCGPLAYER_MARKET,,,,0.66,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gastly 50/102 Base LP/MP,"Gastly 50/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C106,cards/binder_1/card_106_front.jpg,cards/binder_1/card_106_back.jpg,66/102,Tangela,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2808,B01-C110,output/first_edition_review_crops_clean/B01-C106__Base__66_102__Tangela.jpg,Unlimited,Pokemon Tangela 66/102 Base Unlimited MP,1.17,TCGPLAYER_MARKET,,,,0.82,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Tangela 66/102 Base LP/MP,"Tangela 66/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C107,cards/binder_1/card_107_front.jpg,cards/binder_1/card_107_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2759,B01-C032,output/first_edition_review_crops_clean/B01-C107__Base__59_102__Poliwag.jpg,Unlimited,Pokemon Poliwag 59/102 Base Unlimited MP,0.65,TCGPLAYER_MARKET,,,,0.45,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Poliwag 59/102 Base LP/MP,"Poliwag 59/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C108,cards/binder_1/card_108_front.jpg,cards/binder_1/card_108_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2688,B01-C057,output/first_edition_review_crops_clean/B01-C108__Jungle__52_64__Exeggcute.jpg,Unlimited,Pokemon Exeggcute 52/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Exeggcute 52/64 Jungle LP/MP,"Exeggcute 52/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C109,cards/binder_1/card_109_front.jpg,cards/binder_1/card_109_back.jpg,43/82,Dark Primeape,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,0.0632,B01-C057,output/first_edition_review_crops_clean/B01-C109__Team Rocket__43_82__Dark Primeape.jpg,Unlimited,Pokemon Dark Primeape 43/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Dark Primeape 43/82 Team Rocket LP/MP,"Dark Primeape 43/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C110,cards/binder_1/card_110_front.jpg,cards/binder_1/card_110_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,single_or_1st_ed_group,NO,vision_full_card_api_validated,1.0000,B01-C110,output/first_edition_review_crops_clean/B01-C110__Jungle__52_64__Exeggcute.jpg,1st Edition,Pokemon Exeggcute 52/64 Jungle 1st Edition MP,,,0.73,1.21,1.90,1.49,APIFY_SOLD_COMPS_PRIORITY_CARD,Pokemon Exeggcute 52/64 Jungle 1st Edition LP/MP,"Exeggcute 52/64 from Jungle.
Variant: 1st Edition.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.","Pokemon TCG  - Jungle 1st ed. (1999) Pick Your Card, Complete Your Set NM-HP || Pokemon TCG Jungle Set: Choose Your Card! LP to HP || Pokémon Jungle Set 1st Edition Regular Finish Exeggcute 52/64 - Pokemon || 1999 - Pokemon TCG - Jungle Set - Pick Your WOTC Card (s) - 1st Ed & Unlimited || 1st Edition Pokemon Exeggcute 52/64 Jungle Regular || Exeggcute 52/64 Jungle Pokemon - LP || Exeggcute 52/64 Jungle 1st Edition HP || Exeggcute 52/64 Jungle 1st Edition Pokemon Card || Exeggcute 52/64 Jungle Regular 1st Edition  NM || 6 x Exeggcute 52/64 - Pokemon Jungle",0.73 | 0.99 | 0.99 | 0.99 | 1.00 | 1.10 | 1.29 | 1.45 | 1.65 | 1.90
